id,sentence_id,english,japanese,created_at,updated_at
425,89,genius,天賦の才能,2021-11-9,2021-11-9
426,89,make up for...,...(マイナス状態)を埋め合わせる,2021-11-9,2021-11-9
427,89,lack,"(必要なものの)欠乏, 不足",2021-11-9,2021-11-9
428,89,firsthand,(情報などが)直接得た,2021-11-9,2021-11-9
429,89,experience,(長い時間をかけて修得した)経験,2021-11-9,2021-11-9
430,90,possess...,...を所有する,2021-11-9,2021-11-9
431,90,capacity,(人の)能力,2021-11-9,2021-11-9
432,90,overcome...,...を克服する,2021-11-9,2021-11-9
433,90,obstacle,障害,2021-11-9,2021-11-9
434,91,without...,(その時)...がなかった[いなかった]なら,2021-11-9,2021-11-9
435,91,solid,"(関係・土台などが)しっかりした, (支持などが)団結した",2021-11-9,2021-11-9
436,91,support,支持,2021-11-9,2021-11-9
437,91,deal,取引,2021-11-9,2021-11-9
438,91,would have done...,...していただろう,2021-11-9,2021-11-9
439,91,fall through,(交渉・計画などが)うまくいかない,2021-11-9,2021-11-9
440,91,be grateful to...(for A),(Aのことで)...(人)に感謝している,2021-11-9,2021-11-9
441,92,flammable,可燃性の,2021-11-9,2021-11-9
442,92,item,品目,2021-11-9,2021-11-9
443,92,cabin,(飛行機・船などの)客室,2021-11-9,2021-11-9
444,92,prohibit...,(法律・規則で)...(行為)を禁止する,2021-11-9,2021-11-9
445,93,flight,(飛行機の)便,2021-11-9,2021-11-9
446,93,Vienna,(オーストリアの首都)ウィーン,2021-11-9,2021-11-9
447,93,delay (...),...を遅らせる,2021-11-9,2021-11-9
448,93,on account of...,...(好ましくないこと)が理由で,2021-11-9,2021-11-9
449,93,minor,(程度・重要度などが)小さな,2021-11-9,2021-11-9
450,93,accident,事故,2021-11-9,2021-11-9
451,94,plane,飛行機,2021-11-9,2021-11-9
452,94,blow (...) up,(建物などが)爆発する,2021-11-9,2021-11-9
453,94,plunge (...) (into A),(Aに)勢いよく[激しく]飛び込む,2021-11-9,2021-11-9
454,94,ocean,[the - ] 海,2021-11-9,2021-11-9
455,94,board,... on board: (飛行機などに)乗っている,2021-11-9,2021-11-9
456,95,around the clock,昼夜休むことなく,2021-11-9,2021-11-9
457,95,look into...,...を調査する,2021-11-9,2021-11-9
458,95,cause,原因,2021-11-9,2021-11-9
459,95,crash,(飛行機の)墜落,2021-11-9,2021-11-9
460,96,unfortunately,不幸[不運]にも,2021-11-9,2021-11-9
461,96,few,(数が)ほとんどない[いない],2021-11-9,2021-11-9
462,96,passenger,"(乗り物に)乗る人, 乗客",2021-11-9,2021-11-9
463,96,survive (...),(...(事故など)で)生き残る,2021-11-9,2021-11-9
464,96,catastrophe,大惨事,2021-11-9,2021-11-9
465,97,aviation,航空,2021-11-9,2021-11-9
466,97,expert,"専門家, 評論家",2021-11-9,2021-11-9
467,97,analyze...,...を分析する,2021-11-9,2021-11-9
468,97,statistics,[複数扱い]統計,2021-11-9,2021-11-9
469,97,detail,in detail: 詳細に,2021-11-9,2021-11-9
470,98,on behalf of...,...の代表[代理]として,2021-11-9,2021-11-9
471,98,staff,"社員, 職員(全体)",2021-11-9,2021-11-9
472,98,express...,...を表現する,2021-11-9,2021-11-9
473,98,sympathy,"同情, 共感",2021-11-9,2021-11-9
474,98,victim,"犠牲者, 被害者",2021-11-9,2021-11-9
475,99,sense,in a sense: ある意味では,2021-11-9,2021-11-9
476,99,blame...,A is to blame (for B): (Bは)Aのせいだ,2021-11-9,2021-11-9
477,99,disaster,惨事,2021-11-9,2021-11-9
478,100,vehicle,"車両, 乗り物",2021-11-9,2021-11-9
479,100,inspect...,...を(綿密に)検査する,2021-11-9,2021-11-9
480,100,defect,(機械などの)欠陥,2021-11-9,2021-11-9
481,100,every...,...ごとに,2021-11-9,2021-11-9
482,101,amaze...,be amazed to hear...: ...を聞いて[見て](とても)驚く,2021-11-9,2021-11-9
483,101,utility,"(公益サービスの)電気, ガス, (上下)水道",2021-11-9,2021-11-9
484,101,bill,請求書,2021-11-9,2021-11-9
485,101,come to...,(合計が)...になる,2021-11-9,2021-11-9
486,102,turn ... off,...(水栓)を止める,2021-11-9,2021-11-9
487,102,faucet,{米}水道の栓,2021-11-9,2021-11-9
488,102,yell (...),(興奮して)(...と)叫ぶ,2021-11-9,2021-11-9
489,102,rage,in a rage: 激怒して,2021-11-9,2021-11-9
490,103,tighten...,...をきつく締める,2021-11-9,2021-11-9
491,103,lid,(箱・鍋などの)蓋,2021-11-9,2021-11-9
492,103,so (that) A will do...,Aが...するように,2021-11-9,2021-11-9
493,103,go bad,"(食べ物などが)腐る, いたむ",2021-11-9,2021-11-9
494,104,borrow...,...(もの)を(無料で)借りる,2021-11-9,2021-11-9
495,104,scissors,はさみ,2021-11-9,2021-11-9
496,104,sure,Sure.: もちろん,2021-11-9,2021-11-9
497,104,Here you are.,(物を手渡すときに)はいどうぞ,2021-11-9,2021-11-9
498,105,substitute,substitute... (for A): ...を(Aの)代わりに使う,2021-11-9,2021-11-9
499,105,transparent,透明な,2021-11-9,2021-11-9
500,105,glue,接着剤,2021-11-9,2021-11-9
501,105,needle,縫い針,2021-11-9,2021-11-9
502,105,thread,(裁縫用の)糸,2021-11-9,2021-11-9
503,106,dye...,...を染める,2021-11-9,2021-11-9
504,106,fabric,"織物, 生地",2021-11-9,2021-11-9
505,106,shrink (...),縮む,2021-11-9,2021-11-9
506,107,get rid of...,...を処分する[捨てる],2021-11-9,2021-11-9
507,107,leather,革,2021-11-9,2021-11-9
508,107,wear (...),wear (...) out: ...をすり切らす,2021-11-9,2021-11-9
509,107,elbow,(服の)肘の部分,2021-11-9,2021-11-9
510,108,add (...),add A to B: AをBに加える,2021-11-9,2021-11-9
511,108,flour,小麦粉,2021-11-9,2021-11-9
512,108,mixture,混合物,2021-11-9,2021-11-9
513,108,stir...,...をかき混ぜる,2021-11-9,2021-11-9
514,108,thick,"(スープなどが)濃い, とろみのある",2021-11-9,2021-11-9
515,109,do with...,...をどうにかする[扱う],2021-11-9,2021-11-9
516,109,leftovers,(食事の)残り物,2021-11-9,2021-11-9
517,109,fridge,冷蔵庫,2021-11-9,2021-11-9
518,109,for now,とりあえず,2021-11-9,2021-11-9
519,109,microwave,電子レンジ,2021-11-9,2021-11-9
520,110,lay ... out,...(大金)をつぎ込む,2021-11-9,2021-11-9
521,110,on second thought,考え直して,2021-11-9,2021-11-9
522,110,decide (...),decide to do...: ...することに決める,2021-11-9,2021-11-9
523,110,put ... aside,...(物・お金などを)取っておく,2021-11-9,2021-11-9
524,110,for a rainy day,まさかの時のために,2021-11-9,2021-11-9
525,111,cell phone,携帯電話,2021-11-9,2021-11-9
526,111,something of a...,ちょっとした...,2021-11-9,2021-11-9
527,111,neccesity,必需品,2021-11-9,2021-11-9
528,111,do without...,...なしでやっていく,2021-11-9,2021-11-9
529,112,no sooner A than B,Aした途端にBが起こる,2021-11-9,2021-11-9
530,112,sit back,ゆったりと座る,2021-11-9,2021-11-9
531,112,relax (...),くつろぐ,2021-11-9,2021-11-9
532,112,chore,[ -s ] (特に家庭内の)雑用,2021-11-9,2021-11-9
533,113,lay...,...を(そっと)置く,2021-11-9,2021-11-9
534,113,lie,lie down: (体を休めるために)横になる,2021-11-9,2021-11-9
535,114,put ... away,...を(収納場所に)片付ける,2021-11-9,2021-11-9
536,114,stuff,"もの, こと",2021-11-9,2021-11-9
537,114,in one's way / in the way (of...),(...の)邪魔になって,2021-11-9,2021-11-9
538,115,make believe (that 〜),(〜の)まねをして遊ぶ,2021-11-9,2021-11-9
539,115,dinosaur,恐竜,2021-11-9,2021-11-9
540,115,scold... (for A),(Aのことで)...(子供)を叱る,2021-11-9,2021-11-9
541,116,bump (...),bump into...: ...に(ドンと)ぶつかる,2021-11-9,2021-11-9
542,116,shelf,棚,2021-11-9,2021-11-9
543,116,priceless,とても高価な,2021-11-9,2021-11-9
544,116,china,陶磁器,2021-11-9,2021-11-9
545,116,shatter (...),粉々になる,2021-11-9,2021-11-9
546,116,fragment,(割れた)破片,2021-11-9,2021-11-9
547,117,keep an eye on...,"(万が一のことが起こらないよう)...から目を離さない, ...を気を付けて見る",2021-11-9,2021-11-9
548,117,for a while,少しの間,2021-11-9,2021-11-9
549,117,pick ... up,(車で)...を迎えに行く,2021-11-9,2021-11-9
550,118,neighbor,隣の住人,2021-11-9,2021-11-9
551,118,tell ... off (for A),(Aのことで)...(人)にがみがみ説教をする,2021-11-9,2021-11-9
552,118,mess,散らかって汚い状態[もの],2021-11-9,2021-11-9
553,118,yard,{米}(家の周りの)庭,2021-11-9,2021-11-9
554,119,resemble...,...に(外見などが)似ている,2021-11-9,2021-11-9
555,119,big sister,"姉, お姉さん",2021-11-9,2021-11-9
556,119,in ... way,...の点[意味]で,2021-11-9,2021-11-9
557,119,tell ... apart,...(複数の人[もの])を見分ける,2021-11-9,2021-11-9
558,120,rule,as a (general) rule: 概して,2021-11-9,2021-11-9
559,120,twin,双子の一方,2021-11-9,2021-11-9
560,120,common,have a lot[nothing] in common (with...): (...と)共通点が多い[ない],2021-11-9,2021-11-9
561,121,tired,be tired of...: ...にうんざりしている,2021-11-9,2021-11-9
562,121,dish,do the dishes: 食器を洗う,2021-11-9,2021-11-9
563,121,laundry,do the laundry: 洗濯する,2021-11-9,2021-11-9
564,121,and so on[forth],など,2021-11-9,2021-11-9
565,122,favorite,(一番の)お気に入りの...,2021-11-9,2021-11-9
566,122,pastime,余暇の楽しみ,2021-11-9,2021-11-9
567,122,stroll,"(リラックスして)ぶらぶらと歩く, 散歩する",2021-11-9,2021-11-9
568,122,shore,"海岸, 湖岸",2021-11-9,2021-11-9
569,122,pleasant,"(性格・雰囲気などが)楽しい, 心地よい",2021-11-9,2021-11-9
570,123,exhaust...,be exhausted (from[by]...): (...で)疲れ切っている,2021-11-9,2021-11-9
571,123,take a break,ひと休みする,2021-11-9,2021-11-9
572,123,shade,日陰,2021-11-9,2021-11-9
573,123,Why not?,(勧誘の問いに対して)もちろん,2021-11-9,2021-11-9
574,124,vending machine,自動販売機,2021-11-9,2021-11-9
575,124,order,"out of order: 調子が悪い, 故障中の",2021-11-9,2021-11-9
576,124,be dying of...,"...(空腹・退屈など)で死にそうだ, たまらなく...だ",2021-11-9,2021-11-9
577,124,thirst,喉の渇き,2021-11-9,2021-11-9
578,125,faint,気を失う,2021-11-9,2021-11-9
579,125,hunger,空腹,2021-11-9,2021-11-9
580,125,fatigue,(倒れる寸前の)披露,2021-11-9,2021-11-9
581,125,come to,意識を回復する,2021-11-9,2021-11-9
582,125,after a while,しばらくして,2021-11-9,2021-11-9
583,126,auditorium,{米} 講堂,2021-11-9,2021-11-9
584,126,empty,(中が)空の,2021-11-9,2021-11-9
585,126,except for...,...を除いては,2021-11-9,2021-11-9
586,126,furniture,(集合的に)家具,2021-11-9,2021-11-9
587,127,apartment,マンション(一住戸),2021-11-9,2021-11-9
588,127,will do,"十分である, 間に合う",2021-11-9,2021-11-9
589,127,as long as 〜,〜である限り,2021-11-9,2021-11-9
590,127,rent,"家賃, 賃料",2021-11-9,2021-11-9
591,127,particular,be particular about...: ...の好みがうるさい,2021-11-9,2021-11-9
592,128,...-year-old,...歳の,2021-11-9,2021-11-9
593,128,inherit...,...(財産)を相続する,2021-11-9,2021-11-9
594,128,real estate,不動産,2021-11-9,2021-11-9
595,129,so much for...,...はここまでにしましょう,2021-11-9,2021-11-9
596,129,small talk,"(当たり障りのない)世間話, 雑談",2021-11-9,2021-11-9
597,129,get down to...,(本気で)...(仕事など)に取りかかる,2021-11-9,2021-11-9
598,130,resent...,...に腹を立てる,2021-11-9,2021-11-9
599,130,aggressive,"強引な, 押しの強い",2021-11-9,2021-11-9
600,130,salesman / saleswoman,販売員,2021-11-9,2021-11-9
601,130,make A do...,(一方的に[無理に])A(人)に...させる,2021-11-9,2021-11-9
602,130,sign (...),(...に)署名する,2021-11-9,2021-11-9
603,130,contract,"契約, 契約書",2021-11-9,2021-11-9
604,131,a number of...,かなりの...,2021-11-9,2021-11-9
605,131,factor,(結果や判断に影響を与える)要因,2021-11-9,2021-11-9
606,131,discourage,discourage A from doing...: A(人9に...する気をなくさせる,2021-11-9,2021-11-9
607,131,invest (...) (in A),(...を)(Aに)投資する,2021-11-9,2021-11-9
608,131,stock,"株, 株式",2021-11-9,2021-11-9
609,132,import...,...を輸入する,2021-11-9,2021-11-9
610,132,various,様々な...,2021-11-9,2021-11-9
611,132,raw,加工していない,2021-11-9,2021-11-9
612,132,material,raw materials: (石油などの)原料,2021-11-9,2021-11-9
613,132,export...,...を輸出する,2021-11-9,2021-11-9
614,132,manufacture...,(大規模に)...を製造する,2021-11-9,2021-11-9
615,132,goods,"商品, 品物",2021-11-9,2021-11-9
616,133,in the course of...,(長い)...の過程に,2021-11-9,2021-11-9
617,133,economic,経済の,2021-11-9,2021-11-9
618,133,development,"発達, 発展",2021-11-9,2021-11-9
619,133,abandon...,...を見捨てる,2021-11-9,2021-11-9
620,133,traditional,伝統的な,2021-11-9,2021-11-9
621,133,value,[ -s ] 価値観,2021-11-9,2021-11-9
622,134,be faced with...,...(大変なこと)に直面する,2021-11-9,2021-11-9
623,134,unprecedented,いまだかつてない,2021-11-9,2021-11-9
624,134,crisis,危機,2021-11-9,2021-11-9
625,135,in short,要するに,2021-11-9,2021-11-9
626,135,purpose,目的,2021-11-9,2021-11-9
627,135,regulation,[通例 -s ] (法制化された)規制,2021-11-9,2021-11-9
628,135,protect...,...を保護する,2021-11-9,2021-11-9
629,135,domestic,国内の,2021-11-9,2021-11-9
630,135,industry,産業,2021-11-9,2021-11-9
631,136,in order to do...,...する目的で,2021-11-9,2021-11-9
632,136,keep ... up,...を維持する,2021-11-9,2021-11-9
633,136,competitiveness,(製品などの)競争力,2021-11-9,2021-11-9
634,136,undertake...,...に着手する,2021-11-9,2021-11-9
635,136,sweeping,(変化などが)大幅な...,2021-11-9,2021-11-9
636,136,deregulation,規制緩和[撤廃],2021-11-9,2021-11-9
637,136,earnest,in earnest: 真剣に[な],2021-11-9,2021-11-9
638,137,turn one's back on,...に背を向ける,2021-11-9,2021-11-9
639,137,desperate,(人が)わらにもすがる思いの,2021-11-9,2021-11-9
640,137,risk,be at risk(of [for]...): (...の)危険[危機]にさらされている,2021-11-9,2021-11-9
641,138,parliament,議会,2021-11-9,2021-11-9
642,138,provide...,provide A with B: AにBを提供する,2021-11-9,2021-11-9
643,138,developing country,発展途上国,2021-11-9,2021-11-9
644,138,financial,"財政の, 財政的な",2021-11-9,2021-11-9
645,138,aid,(財政面・物質面での)援助,2021-11-9,2021-11-9
646,139,monarchy,"君主国, 君主政治",2021-11-9,2021-11-9
647,139,abolish...,...(制度・法律など)を廃止する,2021-11-9,2021-11-9
648,139,What do you think (of / about)?,(...について)どう思う？,2021-11-9,2021-11-9
649,140,seek...,...を探し求める,2021-11-9,2021-11-9
650,140,shelter,(悪天候や爆撃などから身を守る)安全な場所,2021-11-9,2021-11-9
651,140,attack,攻撃,2021-11-9,2021-11-9
652,140,hide (...),隠れる,2021-11-9,2021-11-9
653,141,prospect,"可能性, 見込み",2021-11-9,2021-11-9
654,141,significant,(注目に値する)大きな,2021-11-9,2021-11-9
655,141,progress,make...progress (in A): (Aで)...な進歩[発展]をする,2021-11-9,2021-11-9
656,141,disarmament,軍備縮小,2021-11-9,2021-11-9
657,142,negotiation,[通例 -s ] 交渉,2021-11-9,2021-11-9
658,142,be under way,(ある状況が)進行中である,2021-11-9,2021-11-9
659,142,before long,"間もなく, 近いうちに",2021-11-9,2021-11-9
660,142,enter (...),...に入る,2021-11-9,2021-11-9
661,142,crucial,極めて重大[重要]な,2021-11-9,2021-11-9
662,142,phase,"(段階的に変化する)局面, 段階",2021-11-9,2021-11-9
663,143,slave,奴隷,2021-11-9,2021-11-9
664,143,anxious,be anxious to do...: ...したいと切望している,2021-11-9,2021-11-9
665,143,alter (...),...を(部分的に)変える,2021-11-9,2021-11-9
666,143,destiny,運命,2021-11-9,2021-11-9
667,144,aristocrat,貴族(の一人),2021-11-9,2021-11-9
668,144,abuse,...を乱用[悪用]する,2021-11-9,2021-11-9
669,144,privilege,特権,2021-11-9,2021-11-9
670,144,content,do ... to one's heart's content: 思う存分に...する,2021-11-9,2021-11-9
671,145,revolution,革命,2021-11-9,2021-11-9
672,145,in itself,それ自体は[が],2021-11-9,2021-11-9
673,145,bear...,...(果実)を実らす,2021-11-9,2021-11-9
674,145,fruit,bear fruit: (交渉などが)成果を生む,2021-11-9,2021-11-9
675,145,after all,"結局, やはり",2021-11-9,2021-11-9
676,146,cut in (on...),(...(会話など)に)割り込む,2021-11-9,2021-11-9
677,146,conversation,会話,2021-11-9,2021-11-9
678,146,be against...,...(意見など)に反対である,2021-11-9,2021-11-9
679,146,ignore...,...を無視する,2021-11-9,2021-11-9
680,147,skip (...),...(順番など)を飛ばす,2021-11-9,2021-11-9
681,147,turn,順番,2021-11-9,2021-11-9
682,147,on purpose,わざと,2021-11-9,2021-11-9
683,148,bully,(...を)いじめる,2021-11-9,2021-11-9
684,148,blind,turn a blind eye (to...): (...を)見て見ぬふりをする,2021-11-9,2021-11-9
685,149,cheat,cheat on...: ...で不正行為[カンニング]をする,2021-11-9,2021-11-9
686,149,suspend...,...(人)を停職[停学]にする,2021-11-9,2021-11-9
687,149,as for...,...はと言うと,2021-11-9,2021-11-9
688,149,get away with...,...の罰をまんまと逃れる,2021-11-9,2021-11-9
689,150,hostile (to / toward...),(...に対して)敵対的な,2021-11-9,2021-11-9
690,150,jealous,be jealous of...: ...を妬んでいる,2021-11-9,2021-11-9
691,150,wealth,富,2021-11-9,2021-11-9
692,150,status,(社会的な高い)地位,2021-11-9,2021-11-9
693,151,hate...,...が大嫌い,2021-11-9,2021-11-9
694,151,behave (...),[ - 副詞(句)] (...のように)振舞う,2021-11-9,2021-11-9
695,151,as if[though]〜,まるで〜であるかのように,2021-11-9,2021-11-9
696,151,somebody,"すごい人, 大物",2021-11-9,2021-11-9
697,152,in spite of...,"...にもかかわらず, ...なのに",2021-11-9,2021-11-9
698,152,compliment,ほめ言葉,2021-11-9,2021-11-9
699,152,frown,顔をしかめる,2021-11-9,2021-11-9
700,152,turn away,顔をそむける,2021-11-9,2021-11-9
701,152,rude,失礼な,2021-11-9,2021-11-9
702,153,claim...,(事実は)...だと主張[断言]する,2021-11-9,2021-11-9
703,153,enormous,莫大な,2021-11-9,2021-11-9
704,153,property,(集合的に)財産,2021-11-9,2021-11-9
705,153,disposal,at one's disposal: ...の自由にできる,2021-11-9,2021-11-9
706,154,"the more 〜, the more〜",〜すればするほど〜,2021-11-9,2021-11-9
707,154,stubborn,頑固な,2021-11-9,2021-11-9
708,154,isolated,孤立した,2021-11-9,2021-11-9
709,155,bush,beat around the bush: 話をじらす,2021-11-9,2021-11-9
710,155,suppose...,be supposed to do...: (当然)...するものだと思われている,2021-11-9,2021-11-9
711,155,Just wait and see.,(結論を急ぐ人に対して)慌てずに待つしかないよ,2021-11-9,2021-11-9
712,155,(Only) time will tell.,(最終的にどうなるかは)時が経てばわかる,2021-11-9,2021-11-9
713,156,hand ... in,...(レポートなど)を提出する,2021-11-9,2021-11-9
714,156,assignment,"(研究)課題, 宿題",2021-11-9,2021-11-9
715,156,via...,...を使って,2021-11-9,2021-11-9
716,156,no [not] later than...,...までに,2021-11-9,2021-11-9
717,157,anything but...,"とても...とは思えない, 決して...でない",2021-11-9,2021-11-9
718,157,diligent,勤勉な,2021-11-9,2021-11-9
719,157,That's why 〜,(前の文を受けて)そういうわけで〜だ,2021-11-9,2021-11-9
720,157,flunk (...),(...(科目・学科)を)落とす,2021-11-9,2021-11-9
721,157,math,数学,2021-11-9,2021-11-9
722,158,thesis,(学位)論文,2021-11-9,2021-11-9
723,158,make sense,意味をなす,2021-11-9,2021-11-9
724,158,to begin[start] with,(文頭で)まず(第一に),2021-11-9,2021-11-9
725,158,theme,主題,2021-11-9,2021-11-9
726,158,obscure,(意味などが)曖昧な,2021-11-9,2021-11-9
727,159,essay,小論文,2021-11-9,2021-11-9
728,159,concise,簡潔な,2021-11-9,2021-11-9
729,159,to the point,要領を得た,2021-11-9,2021-11-9
730,160,deal with...,"...(問題など)に対処する, ...を処理する",2021-11-9,2021-11-9
731,160,complicated,"複雑な, 込み入った",2021-11-9,2021-11-9
732,160,leave A to B,A(仕事など)をB(人)に任せる,2021-11-9,2021-11-9
733,160,(It's) a piece of cake.,朝飯前だよ,2021-11-9,2021-11-9
734,161,look ... over,...(書類など)にざっと目を通す,2021-11-9,2021-11-9
735,161,turn ... in,{米}...(与えられた課題など)を提出する,2021-11-9,2021-11-9
736,161,I have my hands full.,手が離せないんだ,2021-11-9,2021-11-9
737,161,right now,今現在,2021-11-9,2021-11-9
738,162,What if 〜?,もし〜ならどうなるだろう？,2021-11-9,2021-11-9
739,162,meet (...),...(基準・要求など)を満たす,2021-11-9,2021-11-9
740,162,deadline,meet the deadline: 期限を間に合わせる,2021-11-9,2021-11-9
741,162,bet (...),I bet (that)〜: きっと〜だ,2021-11-9,2021-11-9
742,162,mad,get[be] mad[angry] at...: ...(人)に腹を立てる[腹を立てている],2021-11-9,2021-11-9
743,163,summary,要約,2021-11-9,2021-11-9
744,163,desire...,leave nothing to be desired: 申し分ない,2021-11-9,2021-11-9
745,163,apart[aside] from...,...以外は,2021-11-9,2021-11-9
746,163,terrible,(程度などが)ひどい,2021-11-9,2021-11-9
747,163,handwriting,(手書きの)字,2021-11-9,2021-11-9
748,164,ought to do...,...するべきである,2021-11-9,2021-11-9
749,164,think ... over,...を(どうしたらいいのか)よく[慎重に]考える,2021-11-9,2021-11-9
750,164,premise,(論理などの)前提,2021-11-9,2021-11-9
751,164,valid,(理由・議論などが)妥当な,2021-11-9,2021-11-9
752,165,above all,とりわけ,2021-11-9,2021-11-9
753,165,scientific,科学の,2021-11-9,2021-11-9
754,165,term,(専門)用語,2021-11-9,2021-11-9
755,165,call for...,...を必要とする,2021-11-9,2021-11-9
756,165,precise,厳密な,2021-11-9,2021-11-9
757,165,definition,定義,2021-11-9,2021-11-9
758,166,first of all,何よりもまず,2021-11-9,2021-11-9
759,166,formula,(数学などの)公式,2021-11-9,2021-11-9
760,166,by heart,learn ... by heart: ...を暗記する,2021-11-9,2021-11-9
761,167,calculate...,...を計算する,2021-11-9,2021-11-9
762,167,volume,"体積, 容積",2021-11-9,2021-11-9
763,167,multiply (...),multiply A by B: AにBを掛ける,2021-11-9,2021-11-9
764,167,length,縦,2021-11-9,2021-11-9
765,167,width,横,2021-11-9,2021-11-9
766,167,depth,深さ,2021-11-9,2021-11-9
767,168,tiny,とても小さな,2021-11-9,2021-11-9
768,168,crack,ひび,2021-11-9,2021-11-9
769,168,bottom,[the - ] 底,2021-11-9,2021-11-9
770,168,barrel,樽,2021-11-9,2021-11-9
771,169,chapter,(書物などの)章,2021-11-9,2021-11-9
772,169,focus (...),focus on...: ...に焦点をあてる,2021-11-9,2021-11-9
773,169,concept,"概念, 考え",2021-11-9,2021-11-9
774,169,geometry,幾何学,2021-11-9,2021-11-9
775,170,be interested (in...),(人が)(...に)関心[興味]がある,2021-11-9,2021-11-9
776,170,academic,(純粋に)学問的な,2021-11-9,2021-11-9
777,170,subject,"主題, テーマ",2021-11-9,2021-11-9
778,170,practical,実用的な,2021-11-9,2021-11-9
779,170,skill,(実用的な)技能[技術],2021-11-9,2021-11-9
780,171,go wrong with...,...(機械)の調子が悪くなる,2021-11-9,2021-11-9
781,171,microscope,顕微鏡,2021-11-9,2021-11-9
782,171,have A done,(専門の人に)Aを...してもらう,2021-11-9,2021-11-9
783,171,repair...,have ... repaired: ...を(誰かに)修理してもらう,2021-11-9,2021-11-9
784,171,Let me see it.,(ちょっと)見せて,2021-11-9,2021-11-9
785,171,fix...,...を修理する,2021-11-9,2021-11-9
786,172,instrument,(医療・計測用などの)器具,2021-11-9,2021-11-9
787,172,instance,for instance: 例えば,2021-11-9,2021-11-9
788,172,gauge / gage,計器,2021-11-9,2021-11-9
789,172,such as...,(例えば)...とか[みたいな],2021-11-9,2021-11-9
790,172,thermometer,温度計,2021-11-9,2021-11-9
791,172,barometer,気圧計,2021-11-9,2021-11-9
792,173,minute,極めて小さい[細かい],2021-11-9,2021-11-9
793,173,particle,粒子,2021-11-9,2021-11-9
794,173,barely,"何とか...(する), かろうじて...",2021-11-9,2021-11-9
795,173,visible,目に見える,2021-11-9,2021-11-9
796,173,naked,the naked eye: 肉眼,2021-11-9,2021-11-9
797,174,muscle,筋肉,2021-11-9,2021-11-9
798,174,tissue,(細胞からなる動植物の)組織,2021-11-9,2021-11-9
799,174,consist of...,...から成る,2021-11-9,2021-11-9
800,174,vast,膨大な,2021-11-9,2021-11-9
801,174,cell,細胞,2021-11-9,2021-11-9
802,175,substance,物質,2021-11-9,2021-11-9
803,175,mostly,主に,2021-11-9,2021-11-9
804,175,compose...,be composed of...: ...から構成されている,2021-11-9,2021-11-9
805,175,hydrogen,水素,2021-11-9,2021-11-9
806,175,oxygen,酸素,2021-11-9,2021-11-9
807,176,exact,正確な,2021-11-9,2021-11-9
808,176,temperature,"温度, 体温",2021-11-9,2021-11-9
809,176,degree,(温度・角度の)度,2021-11-9,2021-11-9
810,176,Celsius,セ氏,2021-11-9,2021-11-9
811,177,show (...) off,(...を)見せびらかす[ひけらかす],2021-11-9,2021-11-9
812,177,perfect,完璧な,2021-11-9,2021-11-9
813,177,figure,(女性の)体型[スタイル],2021-11-9,2021-11-9
814,177,I wish (that),〜だったらなあ,2021-11-9,2021-11-9
815,177,thin,"(人が)細い, 痩せた",2021-11-9,2021-11-9
816,177,envy...,...を羨む,2021-11-9,2021-11-9
817,177,diet,go[be] on a diet: ダイエットを始める[中である],2021-11-9,2021-11-9
818,178,fall in love (with...),(...に)恋をする,2021-11-9,2021-11-9
819,178,sight,at first sight: 一目見ただけで,2021-11-9,2021-11-9
820,178,take a chance,思い切ってやってみる,2021-11-9,2021-11-9
821,178,propose...,propose (to...): (...に)結婚を申し込む,2021-11-9,2021-11-9
822,178,turn ... down,...(人)のお願いごとを断る,2021-11-9,2021-11-9
823,179,by chance,偶然に,2021-11-9,2021-11-9
824,179,gentle,(人などの性質が)優しい,2021-11-9,2021-11-9
825,179,smart,(人・機械などが)頭のいい,2021-11-9,2021-11-9
826,179,what's more,おまけに,2021-11-9,2021-11-9
827,179,single,独身の,2021-11-9,2021-11-9
828,180,nephew,甥,2021-11-9,2021-11-9
829,180,bring ... up,...(子供)を育てる,2021-11-9,2021-11-9
830,180,modest,謙虚な,2021-11-9,2021-11-9
831,180,considerate,(他人に対して)思いやりのある,2021-11-9,2021-11-9
832,181,introduce... (to A),...を(Aに)紹介する,2021-11-9,2021-11-9
833,181,folks,[one's - ] 両親,2021-11-9,2021-11-9
834,181,take to...,...が好きになる,2021-11-9,2021-11-9
835,181,at once,すぐに,2021-11-9,2021-11-9
836,182,judge (...),(...を)判断する,2021-11-9,2021-11-9
837,182,not so much A as B,AというよりむしろB,2021-11-9,2021-11-9
838,182,how A looks,A(人・物)の外見・見た目,2021-11-9,2021-11-9
839,182,who[what] I am,"本当の自分, 現在の自分",2021-11-9,2021-11-9
840,183,it is A that 〜,Aこそが〜だ,2021-11-9,2021-11-9
841,183,title,肩書き,2021-11-9,2021-11-9
842,183,count (...),重要である,2021-11-9,2021-11-9
843,183,for sure,確かに,2021-11-9,2021-11-9
844,183,exclaim (...),(...と)語気を強めて言う,2021-11-9,2021-11-9
845,184,as ... put it,...(人)が言うように,2021-11-9,2021-11-9
846,184,self-made,(人が)自らの努力で成功[出世]した...,2021-11-9,2021-11-9
847,184,...of A,A(という性質)を持つ,2021-11-9,2021-11-9
848,184,vision,先見の明,2021-11-9,2021-11-9
849,184,make good,(社会的・経済的に)成功する,2021-11-9,2021-11-9
